Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58764.4765625,3.5061061739182695,,-0.37748626970118043,
58764.4765625,0.8338799345853176,,0.4789440711942717,
58764.48046875,2.3664271013185663,,0.48753459977352315,
58771.4140625,-1.8077899257027548,,-0.48046028726765594,
58771.41796875,-2.438640499865822,,0.257201810332911,
58771.41796875,-1.8604954620752738,,-0.23701988761388693,
58772.47265625,1.639393424738585,,-0.3341988134902459,
58772.4765625,1.4276000984625803,,-0.442840057526741,
58772.4765625,0.9899791957528564,,-0.4172064595045172,
58773.453125,0.9626670528259875,,0.07549874982860172,
58773.4609375,0.3906365800335368,,-0.24510993753519755,
58773.46875,-0.04779307074434169,,0.5442718616801809,
58778.421875,0.09706693681468342,,-0.13464576306634418,
58778.4296875,-1.5196434611024223,,-0.3108430799929884,
58778.4375,0.08316766291478625,,-0.181781645416447,
58780.390625,1.269825695693201,,-0.45291233444486173,
58780.39453125,0.3061044462214573,,0.15985676658938192,
58780.3984375,-0.7972801709150942,,0.21038493841343342,
58781.4453125,0.8852318793937128,,0.21396907951087635,
58781.44921875,1.9484673801465735,,0.14255486782051568,
58781.453125,0.48696991841748094,,0.2078731303308583,
58785.4296875,0.5788042266578517,,-0.1967663536907625,
58785.43359375,0.021856450859620347,,-0.1815055896112811,
58785.43359375,3.799278231940529,,-0.24341223397343975,
58785.4375,2.5023472521836037,,0.1608795856272357,
58785.4375,1.003770142327757,,0.30905386345183217,
58788.46484375,-1.4207838703908116,,0.21590768085790069,
58788.46875,-0.19214164771978848,,-0.06668961993812228,
58788.46875,-0.2274064583843998,,-0.11534814911726096,
58788.46875,-0.4894499569261821,,-0.6925380490129787,
58794.421875,0.5691622513286874,,0.5071505239821519,
58794.421875,1.2453931395576077,,0.029283893565731467,
58794.42578125,2.5686927870756615,,-0.2335299141085721,
58794.42578125,-0.10346129447552183,,0.42446401119261107,
58795.41796875,-0.9654225245623977,,0.821032174873237,
58795.41796875,-1.2900934085077402,,0.44379876194357937,
58795.421875,-0.28885970941646866,,0.2360220941023079,
58795.42578125,-2.2318453041896715,,1.042227903719261,
58796.359375,0.9276715993071198,,0.3775230119412194,
58796.359375,-1.8457412719272428,,0.45013021911308215,
58796.36328125,0.9734337311615364,,0.5224957433680528,
58796.36328125,-0.6171355575788828,,-0.45041153039152787,
58797.3984375,0.619403474533337,,-0.4586180429724978,
58797.40234375,1.1398011273964919,,0.07384074947684738,
58797.40234375,0.7689616696002497,,-0.02071285913316051,
58797.40234375,-0.09510025802657829,,0.21010932239991753,
58802.48046875,2.558336474250811,,-0.5893845387837218,
58802.484375,2.6877314474087277,,-0.4136037306916383,
58802.48828125,1.7195954515146286,,-0.44491841839128937,
58802.4921875,0.5562550735949221,,-0.0750350717215828,
58827.3671875,-0.2969558161283787,,-0.06868697496703208,
58827.37109375,-0.14752483978003994,,-0.6606228341278708,
58827.375,-0.49598504513604413,,0.6109941095093834,
58827.37890625,-1.2812463434817651,,-0.31272896714489556,
58828.3125,1.9586112933847544,,-0.27194695557391513,
58828.3125,1.3375089234652475,,-0.20016099190440834,
58828.31640625,0.3342073527128133,,0.5284823757230259,
58829.32421875,-1.595861616210843,,0.07055085636543218,
58829.328125,-1.3422903306510108,,0.3205196098681,
58829.33203125,0.352912010340629,,-0.21501476237353978,
58829.33203125,-1.8160723178667955,,0.10002669474013476,
58833.3515625,-0.9559652171370393,,0.5063990861978785,
58833.35546875,-2.3912612984743564,,0.8583211440976957,
58833.36328125,-1.3650584154180576,,0.2746231438538969,
58833.3671875,-1.8432468363415764,,-0.07879243912883438,
58850.2890625,0.09406290609184986,,-1.3294566737497606,
58850.2890625,-1.5330508844194686,,-0.8772696410509422,
58850.29296875,-0.14965385805690956,,-1.2917335619447512,
58850.296875,0.8058060641571614,,-1.2172252224400721,
58852.1875,1.2854309167338758,,-0.3998530047042865,
58852.19140625,-1.2981310309865066,,-1.1655952562026541,
58852.19140625,-0.5903515545489604,,-0.5916364513902004,
58852.1953125,0.49476389911499785,,-0.5247133308354086,
58853.3125,1.983858807829978,,-0.17512415751913873,
58853.31640625,-1.2784894435614218,,-0.3154858670652389,
58853.31640625,-1.0588958589218787,,-0.29856822123603216,
58853.3203125,0.8823986412412961,,-0.6910956315554568,
58859.31640625,0.721427363657053,,-0.35464827975246366,
58859.3203125,-0.4085623498336211,,-0.14781530454303965,
58859.32421875,-1.5079037436945617,,0.097033901817901,
58861.32421875,-1.6075884497356123,,-0.039792622609798434,
58861.37109375,-1.3419542537783047,,0.22863079862039398,
58861.375,-0.33588221865262335,,-0.3578245372865374,
58861.37890625,-2.5906608413177077,,0.043011214284797095,
58861.3828125,-0.5462516691273556,,0.39423192490694475,
58872.19140625,-0.5305266046793462,,0.2182895753026855,
58872.1953125,2.221543425049657,,0.28146612760493245,
58872.1953125,0.17384457268293368,,-0.17327642627834444,
58872.19921875,-0.45714160624512123,,0.7934031120247105,
58881.18359375,-4.442461143682122,,0.42233837211796077,
58881.18359375,-0.11315260371264957,,-0.8323241717577612,
58881.1875,1.054507088765047,,-0.1307822040792077,
58881.1875,-1.7857131786099982,,-0.4262430890479125,
