ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[337, 356, 370, 394]",[ 0.32623535 -0.51117178 -1.01502493  0.64086888 -1.39746909],34411,1.5178571565048178,1.2581189712412804
