ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[334, 356, 394, 409, 433]",[ 0.11066669 -0.69231665 -0.55339418 -0.80255658 -0.22061617  0.55112529],34411,1.4626944648763909,1.2678729349636912
