ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[337, 356, 370, 394]",[ 0.10657894 -0.30395408 -0.7360824   0.56890262 -1.37836684],34411,1.4637295824212402,1.2494374903003727
