ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[334, 356, 394, 409, 433]",[ 0.17635746 -0.73660591 -0.36898024 -0.48898661 -0.48951296  0.3238356 ],34411,1.511914997942822,1.257582547018934
