Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58710.45703125,0.4245645964538358,,-0.21629089517110067,
58710.45703125,-0.7157285738599108,,-1.3972410109901665,
58710.4609375,-2.1362513874668405,,-0.7625458341019868,
58711.48828125,1.9231598365764166,,-1.400173610879619,
58711.4921875,1.274489369073935,,-0.5550462341974498,
58712.48828125,0.04708317703442466,,-0.683764920087627,
58712.48828125,-0.798062931004996,,-2.3525043100950813,
58712.48828125,-0.17865892460207178,,-0.8299558018495681,
58714.4921875,1.9077943519820502,,-1.684261861636815,
58714.4921875,1.5025391537642125,,-1.00625580892679,
58714.4921875,0.6703735179870938,,-1.5798061155324836,
58715.48828125,-0.49730106483120085,,-1.018668397948564,
58715.4921875,0.16455276213804448,,0.12573693035562816,
58715.4921875,-0.057252038530385185,,-0.27806862053844217,
58715.4921875,-1.0347669615207404,,-0.7425092639543369,
58715.49609375,-1.1399810931446246,,0.36787759716173474,
58716.44921875,1.7659203793940286,,-0.8519276839706684,
58716.44921875,-1.0778018128637332,,-0.7719536606582191,
58716.44921875,-0.5590584596419332,,-0.7528246994268941,
58716.453125,-0.8845818854407186,,-0.8907869914015463,
58719.453125,-1.2316954675869196,,-1.2722805869897202,
58719.453125,-1.8280945059840485,,-0.4756099421472788,
58719.453125,-0.8906440811682521,,-1.7697345612990127,
58719.45703125,-0.9266216954384623,,-2.5729903454663026,
58719.45703125,0.28352826624332383,,-2.121839647968401,
58719.4609375,-0.6806521821687208,,-1.3026176956501065,
58720.4609375,1.803634208619632,,0.18610311570997817,
58720.46484375,-0.07363752038151228,,-1.886744173843565,
58720.46484375,-2.121139351966667,,-1.1362394125709105,
58720.46484375,-0.8126297259647597,,-0.09489552294781767,
58720.46875,-2.814646465295451,,-0.7860550531483765,
58720.46875,0.9367317363212546,,0.14129294152398053,
58720.46875,-1.8899836440730393,,-1.878564554058288,
58720.47265625,2.0989065847994013,,-0.8091662087119786,
58720.47265625,-3.2582334929057306,,-2.2078549884287217,
58720.47265625,-2.335056256259569,,-0.7296802963639459,
58720.4765625,2.9864593637692955,,-1.330508050181873,
58720.48046875,-2.667967642163868,,-0.579874379209647,
58720.48046875,3.4213212047389177,,-1.9122357358780575,
58720.48046875,-2.195106006440037,,-0.8658158489178529,
58720.484375,-2.687257066417245,,-0.778022699096895,
58720.484375,4.19648533425122,,-1.7566137325778595,
58720.484375,-2.0208615330204514,,-1.1468718457749385,
58720.48828125,-0.9077454341711042,,-1.1098567190383481,
58720.48828125,-3.6919788712555985,,-0.5591285309772913,
58720.48828125,4.760204637129893,,-1.322789700495595,
58763.359375,-0.26677038062196756,,0.5894849998734527,
58763.359375,-0.9917419314447778,,-0.337307365319362,
58763.359375,0.7949433638724506,,0.11332728565247208,
58763.36328125,-1.7556637863893936,,0.9702088499768162,
58763.36328125,0.4353375346204509,,0.022798837560721763,
58764.359375,-0.48062536360230435,,0.461924577580352,
58764.359375,-1.0834049952580316,,0.9464485940017042,
58764.359375,-1.6913756825579034,,0.26695895415313853,
58764.36328125,-0.674010218297278,,0.5732934410643882,
58764.36328125,-1.6947666019733463,,0.3847907915373314,
58764.3671875,-1.1120816711373092,,0.6470613050372318,
58764.3671875,-2.2004457613155797,,2.0634893600592523,
58764.3671875,-0.26665999993299083,,1.497272568403226,
58764.37109375,-1.3153088408085432,,1.4568253399428408,
58764.37109375,-0.17464699741455125,,0.3600325151035364,
58764.37109375,-0.5011212928461277,,1.3922258046757379,
58764.37109375,-1.421864010903528,,0.7394059006628256,
58764.375,-2.2948900085604667,,0.9353231336713266,
58764.375,1.1050410581904477,,-0.3817832260483376,
58764.37890625,-0.7500222013011891,,0.6111584514120493,
58764.37890625,-0.8590905851684743,,1.496517728834022,
58764.37890625,-1.5674658446251883,,0.03242289551729838,
58764.3828125,0.43566819457321937,,-0.24074593372017172,
58764.3828125,-2.0998393975835743,,-0.46707916187587806,
58764.3828125,1.0610601755899398,,0.12377602569279528,
58764.3828125,-2.4750498185394907,,1.4416395598612886,
58764.38671875,0.9249431094604414,,-0.4305671132558313,
58764.38671875,-1.5468332575232786,,1.3698225349778888,
58764.38671875,0.7237821584033453,,0.1692297020590774,
58772.41015625,-1.3815161815196546,,0.24320174803676475,
58772.41015625,-0.4233410613571662,,1.2534104169367764,
58772.41015625,-1.4805669736701168,,1.219632911280977,
58772.4140625,-0.07305861816695214,,1.7480834180824998,
58772.4140625,-0.0046396473896974655,,1.6911085391021201,
58780.25390625,1.1350133858066318,,0.41984845024172845,
58780.2578125,0.33200457561975716,,1.428850912772353,
58780.2578125,0.350732729288608,,1.4501770803925647,
58780.26171875,-0.346734826502902,,0.10868894770751214,
58780.26171875,-0.6599489193168153,,-0.012972447759824535,
58795.34765625,2.1166304593156973,,1.1929921189201629,
58795.34765625,0.3013242459465024,,0.4181188889299827,
58795.34765625,-0.340602818996081,,1.4338862859038162,
58795.3515625,0.8721437115499888,,1.0584658051624338,
58795.3515625,0.7554545038297564,,-0.5891424724688963,
58796.2421875,1.4559701218400065,,1.6095118313958536,
58796.2421875,0.21489321418570828,,0.5045499206907769,
58796.2421875,0.6589962148551255,,0.42475050888854715,
58796.2421875,0.797747938490456,,-0.9347043397467834,
58796.24609375,1.2039158273131132,,1.5239654179149345,
58797.328125,-0.2345931936392498,,0.5286975833985474,
58797.33203125,0.3057726319619295,,0.07034774900830565,
58797.33203125,4.00014361205971,,0.48631307262146295,
58797.33203125,-0.32113162345670565,,1.5135972192706908,
58797.33203125,2.1309661401751434,,0.6350620777091541,
58798.19921875,0.5898218043772623,,1.4876535570617229,
58798.20703125,-0.24897100189898624,,0.6136472910723464,
58798.20703125,1.640178094868303,,0.5708116708675572,
58798.2109375,0.5069025424467877,,1.75558563637501,
58798.2109375,-0.23337148727130708,,-0.4281057880084578,
58850.140625,-0.2207166311990998,,-0.5342207270884776,
58850.14453125,0.229798618743021,,-1.0419564360149733,
58850.14453125,-0.3552394491786237,,0.48149715925042136,
58850.1484375,-0.013716640464284113,,0.7198083349110818,
58850.15234375,-0.4688711076373542,,0.4997613860685268,
59059.4765625,-0.9851832791181763,,0.5754760233696614,
59059.48046875,2.515012602792093,,1.416405629740642,
59059.48046875,2.4092842020713414,,1.218865597844206,
59059.48046875,1.3998889411828794,,0.43916784115454327,
59060.48046875,0.6588531445483687,,-0.053850927640633595,
