Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58710.45703125,-0.6310895138439558,,-1.1593498674764409,
58711.4921875,2.296516063095285,,-1.8477281494938067,
58712.484375,0.039435482427602864,,-1.7573956157011246,
58714.49609375,1.1806219851805597,,-1.412757533493144,
58715.4921875,-0.041820567591922764,,-0.9265515529862864,
58716.45703125,-0.13061138418786067,,-1.118140985413786,
58719.453125,-0.4831115897544791,,-2.190430208558105,
58720.4765625,-0.43740654345664476,,-1.158483277316877,
58763.36328125,-0.41423104231746544,,0.15157791587988123,
58764.3671875,-0.8614732356281118,,0.5168041179795901,
58772.4140625,-0.714388870129459,,1.0716240493559372,
58780.2578125,0.017174083566799392,,0.7158087763237414,
58795.3515625,0.6540195162846303,,0.618743006691848,
58796.23828125,0.8456656979902561,,0.4881319812362221,
58797.328125,0.9341146951792922,,0.7182102057268736,
58798.20703125,0.029743363962275726,,1.05037694710014,
58850.140625,-0.04124955357929849,,-0.2652725914129732,
59059.48046875,1.518573410915655,,0.5877004645998858,
59060.48046875,1.6428074625881535,,-0.8506967950804252,
59061.4765625,0.5354898225133657,,0.9032120315178,
59063.48828125,0.0812919331888382,,-0.2390408848217349,
59065.484375,-0.0822891947013753,,-0.2127888584940214,
59118.3828125,0.5194724784910929,,-1.075857294381802,
59119.37890625,-0.08515367988215938,,0.11623224289770018,
59120.390625,-0.7484361453171843,,0.27406732063741257,
59121.37890625,-0.4365553821015551,,-0.15988375507821662,
59122.35546875,0.23671353113124877,,0.07474528090772953,
59130.3046875,-0.4818318592363162,,0.7055526341659195,
59135.4296875,0.483704894328961,,0.8901471061865798,
59146.25390625,1.1459598266625952,,0.5311606064701331,
59153.37890625,-0.14161842624918797,,-0.5883351152274587,
59156.40234375,0.2091637044980006,,-0.4851682713652723,
59178.2421875,0.5063114961204367,,-0.4103830795892709,
59180.19140625,0.3775295664617704,,-1.0788728784462296,
