Source	Time	Halpha	Error	NaD	Error	S_MW	Error	log RHK (Noyes)	Error
	(BJD-2450000)
-------------------------------------------------
DRS2-2-8/2015-12-23/r.HARPN.2015-12-23T19:11:08.185	7380.302427600138	0.1982719205343488	9.9884596062636e-05	0.44697438059542033	7.551423113975653e-05	0.15420931472981514	0.00017184149076900461	-4.966517319106918	0.0012106997993165316
DRS2-2-8/2015-12-24/r.HARPN.2015-12-24T19:07:45.949	7381.300469509792	0.20124654353380086	0.0001664063771904453	0.4556324671252376	0.00012306523128098333	0.15586292869489116	0.00030891269048995075	-4.955020401212942	0.0021195675934439417
DRS2-2-8/2015-12-25/r.HARPN.2015-12-25T19:06:21.408	7382.299110940192	0.2013586870648916	8.019562624500339e-05	0.44937335158528124	5.897579872936449e-05	0.154933803956841	0.00012904039814413542	-4.961442733220974	0.0008985857915702902
DRS2-2-8/2015-12-27/r.HARPN.2015-12-27T19:09:25.330	7384.301699509844	0.20140547540230888	0.00016695296896192117	0.45456732654924764	0.00011701469647111287	0.15274828008574587	0.0002772798107727457	-4.976934910919018	0.002000987057362925
DRS2-2-8/2016-06-19/r.HARPN.2016-06-20T05:03:16.831	7559.719367320184	0.1985454062528531	6.806658509130709e-05	0.4412377354924936	5.7871390125022804e-05	0.15428951419845932	0.00012645596231473577	-4.965952645404913	0.0008897808937828357
DRS2-2-8/2016-06-20/r.HARPN.2016-06-21T04:36:31.495	7560.701003519818	0.19875198706122002	7.463167361827653e-05	0.4434636029596645	5.929276746984972e-05	0.15553383992056374	0.00012829269884724395	-4.9572842949822356	0.0008848656899744324
DRS2-2-8/2016-06-22/r.HARPN.2016-06-23T04:53:12.515	7562.712589779869	0.20065666790612446	8.816939793794737e-05	0.4432955029024023	6.885201113654061e-05	0.15418638863415415	0.00014999418120261455	-4.966678873701496	0.0010571689644182309
DRS2-2-8/2016-06-23/r.HARPN.2016-06-24T04:42:04.339	7563.70497546019	0.20161283478231598	0.00011273239054453896	0.4451031270929008	8.1953425022196e-05	0.15114085501926056	0.00018198620428724386	-4.988692610344522	0.0013493424921835863
DRS2-2-8/2016-06-24/r.HARPN.2016-06-25T05:02:16.025	7564.719047890045	0.20403996565554247	9.456390800988386e-05	0.4441251216441268	6.861509654027113e-05	0.1688247319526883	0.00014315619925864604	-4.874111785617516	0.0008152917821343575
DRS2-2-8/2016-06-25/r.HARPN.2016-06-26T04:46:54.592	7565.708450419828	0.20070291036556803	9.858834521279316e-05	0.4402312103990154	7.674178481048109e-05	0.154703997396643	0.00016963966357500117	-4.963045969924587	0.0011856718037148572
DRS2-2-8/2016-06-26/r.HARPN.2016-06-27T05:01:00.671	7566.719157990068	0.20268663873961873	0.00010403959185899845	0.4560568377482	6.494874053885573e-05	0.15203151509414664	0.00011955432571172345	-4.982138488173456	0.0008731621512918174
DRS2-2-8/2016-07-03/r.HARPN.2016-07-04T04:41:39.745	7573.705602800008	0.19959313749484606	0.0001017183672378536	0.4508307231216962	7.227683669425965e-05	0.15324383789620155	0.00015251302450573827	-4.973373366486517	0.0010916198389135938
DRS2-2-8/2016-07-04/r.HARPN.2016-07-05T04:10:08.588	7574.683159609791	0.20006424388157967	8.169687706898696e-05	0.4471419273285761	6.114148785134983e-05	0.15388174257446563	0.00013067109299299293	-4.9688313647780085	0.0009255545245593803
DRS2-2-8/2016-07-04/r.HARPN.2016-07-05T05:26:33.866	7574.736772370059	0.1998093212310364	5.687244346330702e-05	0.44522223176703213	4.3854137862816246e-05	0.1537413062273798	9.089784946560594e-05	-4.969827228347808	0.0006453152916847422
DRS2-2-8/2016-07-06/r.HARPN.2016-07-07T03:48:12.609	7576.668522919994	0.19936035683393954	6.330664529794199e-05	0.44785984110683974	4.6604015259496415e-05	0.15347880454850826	9.24557991167021e-05	-4.971694828492048	0.0006592044111178541
DRS2-2-8/2016-07-06/r.HARPN.2016-07-07T05:24:26.822	7576.735436900053	0.20047765442365947	7.013468633168623e-05	0.4467164046169402	5.352221946423341e-05	0.1531345109522872	0.00011028437703162598	-4.974156585541664	0.0007907909664217411
DRS2-2-8/2016-07-08/r.HARPN.2016-07-09T03:20:58.961	7578.655281169806	0.1967536752105315	0.00037263374882500323	0.4511603871895006	0.0002987222565758291	0.14254662864403023	0.0008462153986692915	-5.057603948168727	0.00735319345224378
DRS2-2-8/2016-07-09/r.HARPN.2016-07-10T03:21:54.610	7579.650286939926	0.1989680569314116	0.0002627654327889258	0.45066945923400936	0.0002073410548311839	0.15089128249733574	0.0005638190341481781	-4.9905470272427275	0.004198342643300605
DRS2-2-8/2016-07-09/r.HARPN.2016-07-10T05:19:32.730	7579.732559659984	0.20155985890893477	0.00028278078848187663	0.4481450092435899	0.0002244771060300412	0.1513345734012957	0.0006187018335070077	-4.987258649194492	0.00457226266853521
DRS2-2-8/2016-07-10/r.HARPN.2016-07-11T02:56:07.042	7580.633386040106	0.19940833149867293	0.0006673819524459906	0.4522770949215927	0.00052633362875176	0.13009851530515867	0.001727385403049675	-5.1820021282463165	0.019988605340448842
DRS2-2-8/2016-08-15/r.HARPN.2016-08-16T00:45:14.663	7616.5429084300995	0.2013662504449236	0.00022601773750792643	0.4516255063968546	0.0001590195803415684	0.15264678341104876	0.0003751128509904475	-4.977667979028541	0.0027115713812993873
DRS2-2-8/2016-08-15/r.HARPN.2016-08-16T02:32:54.965	7616.6179835000075	0.19880972119438178	0.0001545949397496844	0.45317833232669896	0.00010913810185011738	0.15283000907677632	0.0002398790327843438	-4.976345514576478	0.0017287369842073452
DRS2-2-8/2016-08-16/r.HARPN.2016-08-17T00:56:11.869	7617.550949110184	0.20195271238656962	7.921256788483387e-05	0.4519775634665251	5.4026833073827235e-05	0.15388006212260033	0.00010951097750181488	-4.9688432677253696	0.000775696876921598
DRS2-2-8/2016-08-16/r.HARPN.2016-08-17T02:38:25.180	7617.62200606009	0.20329170156616802	7.555705647810971e-05	0.4564930756969512	4.514976956961193e-05	0.15357820798512958	8.162809360576077e-05	-4.970986665515231	0.0005810552627036797
DRS2-2-8/2016-08-17/r.HARPN.2016-08-18T00:52:45.353	7618.5485443798825	0.20090320169563836	9.578322208147607e-05	0.4492712138883127	6.904316216641426e-05	0.15362169494096672	0.00014637112828647027	-4.970677221518762	0.0010411750723282468
DRS2-2-8/2016-08-17/r.HARPN.2016-08-18T02:37:37.705	7618.621029479895	0.20257710460388276	7.038556015501026e-05	0.4508236282483617	4.7402647412245e-05	0.15387157276336383	8.992427413885742e-05	-4.9689034043941405	0.0006370469855025923
DRS2-2-8/2016-09-19/r.HARPN.2016-09-19T22:02:16.065	7651.429486699868	0.20119189886305194	6.692831970840495e-05	0.44842877451148494	4.5855740840827826e-05	0.1548569908563823	9.122583268695474e-05	-4.961977958643023	0.0006360436402447284
DRS2-2-8/2016-09-19/r.HARPN.2016-09-20T00:20:46.513	7651.525443260092	0.20064935129862344	7.172391972205648e-05	0.44758482285568024	5.1524892531151664e-05	0.15403010434035685	0.00010715766458043081	-4.967781775035384	0.0007571747705571696
DRS2-2-8/2016-09-20/r.HARPN.2016-09-20T22:01:31.595	7652.428605849855	0.20003459211542896	6.736446353502097e-05	0.44861299716592784	4.684455683979117e-05	0.15433729804599733	9.26221744725204e-05	-4.965616554449857	0.0006512123778093406
DRS2-2-8/2016-09-20/r.HARPN.2016-09-21T00:22:26.944	7652.526777800173	0.20021580078668602	5.6130495030571825e-05	0.44436227703391473	4.2573453511516115e-05	0.15433714042643365	8.59325951702573e-05	-4.965617662650376	0.0006041805080322899
DRS2-2-8/2016-09-21/r.HARPN.2016-09-21T22:07:46.441	7653.433221229818	0.2007151950528017	0.00011861503433462638	0.4470084267496311	8.056049459816069e-05	0.15207652934161425	0.00016892253892072815	-4.981809852069288	0.0012327884931423163
DRS2-2-8/2016-09-21/r.HARPN.2016-09-22T00:26:11.550	7653.529551099986	0.20219950193830413	8.877702480652333e-05	0.44831780098746016	5.7959672023202574e-05	0.15335368077188744	0.0001118561495114149	-4.97258787121774	0.000799169417769588
DRS2-2-8/2016-09-22/r.HARPN.2016-09-22T22:07:15.561	7654.433076930232	0.20144998665756106	0.00010500046515702292	0.44660485436070635	7.478372906349339e-05	0.15519603467729093	0.00016223051744764685	-4.9596204915175255	0.0011249783499389656
DRS2-2-8/2016-09-22/r.HARPN.2016-09-23T00:29:18.937	7654.531467169989	0.1998879197947738	8.508279444816736e-05	0.4442680736746957	6.543343059045131e-05	0.15558878506176638	0.00014012833343522837	-4.956905490340224	0.0009656562749188321
DRS2-2-8/2016-09-23/r.HARPN.2016-09-23T23:59:48.504	7655.510485440027	0.2007746142315314	0.00026135063069436347	0.4553888804443158	0.00020306729204655109	0.14497116112904246	0.000534498785040426	-5.037031024832823	0.004429644432982397
DRS2-2-8/2016-09-24/r.HARPN.2016-09-24T22:13:15.992	7656.436481620185	0.19941825139020225	0.00013435497117754807	0.44765512040136995	9.796719598191832e-05	0.15214845237222485	0.0002183052921827303	-4.981285278219161	0.0015912582266932927
DRS2-2-8/2016-09-24/r.HARPN.2016-09-25T00:05:34.442	7656.514680409804	0.2001248229034097	0.00019692241206084916	0.45259161784336904	0.00015243248114231615	0.14971344077139237	0.0003778865985680239	-4.999407312272706	0.002871837897309617
DRS2-2-8/2016-09-25/r.HARPN.2016-09-25T22:03:15.720	7657.431735320017	0.19909051039240816	0.00017592902523616032	0.45337199140850465	0.00013413738703568363	0.15344142397917665	0.00032222889094029293	-4.971961431567238	0.002298883841865484
DRS2-2-8/2016-09-25/r.HARPN.2016-09-26T00:25:45.256	7657.528696029913	0.2001983989754825	0.00024173754938121888	0.4537127235628716	0.00018906592934586711	0.1514213999710938	0.0004965655707811514	-4.986617466515054	0.003664250795186913
DRS2-2-8/2016-09-26/r.HARPN.2016-09-26T22:37:34.782	7658.453609920107	0.1955436869031067	0.00011539999078956825	0.4396512821333196	0.00010817566140559995	0.15487659529256742	0.00027069793070346024	-4.9618412943367805	0.0018867629952125191
DRS2-2-8/2016-09-26/r.HARPN.2016-09-27T00:26:04.005	7658.528883660212	0.19549023319472392	9.266871173351772e-05	0.4382906493114463	8.366102637370117e-05	0.15663070006128987	0.0002057166652951334	-4.9497841236091045	0.0013945841307936137
DRS2-2-8/2016-09-27/r.HARPN.2016-09-27T23:44:44.270	7659.500182989985	0.20386567043440082	8.746532120010039e-05	0.4487673057315243	5.3778169792815244e-05	0.15392546313799538	9.767442674870926e-05	-4.968521798644203	0.0006913433493594349
DRS2-2-8/2016-09-29/r.HARPN.2016-09-29T21:48:22.041	7661.419277859852	0.20212261876934873	7.563069373677078e-05	0.44993870157365745	4.9815128522880594e-05	0.15519227113417317	9.570978917552013e-05	-4.959646590378655	0.0006637340069372728
DRS2-2-8/2016-09-29/r.HARPN.2016-09-29T23:58:32.609	7661.509553949814	0.19978082645494238	9.007551619301327e-05	0.4482676111548796	6.673203412443499e-05	0.15479787379601662	0.00014233122781345873	-4.962390329606853	0.0009933027665322675
DRS2-2-8/2016-10-07/r.HARPN.2016-10-07T21:59:51.179	7669.42673109984	0.201045860632495	0.0001007049590815002	0.4503503394613715	7.050867394397789e-05	0.1535909108184213	0.0001474656844145713	-4.970896252037159	0.0010494900911346887
DRS2-2-8/2016-10-07/r.HARPN.2016-10-08T00:28:34.830	7669.530055929907	0.19831457527635382	0.00010630970828940105	0.4452279041988973	8.600911375499824e-05	0.15501665685918403	0.00021291171856746872	-4.960866161601201	0.0014806651230705383
DRS2-2-8/2016-10-08/r.HARPN.2016-10-08T21:59:16.258	7670.427196179982	0.2076140758553416	0.0001801021185991416	0.46589676130588364	0.00011096447153160951	0.15266221523644535	0.00020652693653575	-4.9775564415995195	0.0014925341071964364
DRS2-2-8/2016-10-08/r.HARPN.2016-10-09T00:03:24.863	7670.512414449826	0.20260137444120974	0.00010000230588682802	0.4498233282232546	6.417846133757148e-05	0.15333408241019897	0.00012495830425578606	-4.972727916595706	0.0008930672412912575
DRS2-2-8/2016-10-09/r.HARPN.2016-10-09T21:50:30.485	7671.4199731899425	0.20227810296305013	7.806806222346095e-05	0.45006044482847146	5.061055459413209e-05	0.1549015303589966	9.436121516494798e-05	-4.961667531835555	0.0006574340243931985
DRS2-2-8/2016-10-09/r.HARPN.2016-10-09T23:56:00.617	7671.507034829818	0.20239627155516077	6.727817349482796e-05	0.44851221242923484	4.380743440347457e-05	0.15477612569441743	8.424310849956212e-05	-4.962542132029101	0.0005881222841367755
DRS2-2-8/2016-10-10/r.HARPN.2016-10-10T21:55:57.662	7672.423751580063	0.20140630430844622	6.179805748812992e-05	0.4476069808538843	4.33684084172627e-05	0.15534353776239412	8.497358042387715e-05	-4.958598842338485	0.0005878599589067598
DRS2-2-8/2016-10-10/r.HARPN.2016-10-10T23:59:01.269	7672.5094423200935	0.20400280287714875	6.424745919284969e-05	0.4536714763201543	3.8044970324238205e-05	0.15461581647918662	6.786058479730107e-05	-4.963662735390858	0.0004749757672659961
DRS2-2-8/2016-10-11/r.HARPN.2016-10-11T21:47:20.202	7673.41759946011	0.20106006858473624	8.724665754974131e-05	0.44971649983573336	6.097275738308082e-05	0.15410437324223836	0.0001193025826700543	-4.967257308674697	0.0008419732108905564
DRS2-2-8/2016-10-11/r.HARPN.2016-10-11T23:58:29.347	7673.508814559784	0.20029989398737646	7.337015914575102e-05	0.44540326902667043	5.638776812254354e-05	0.1551141217694788	0.00011954631064230528	-4.96018888373053	0.0008300727963874051
