ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[301, 339, 349, 359, 392]","[  0.98415464  -8.68203311   6.70321653 -23.93561901  18.87250514
   5.64012716]",26965,2.9014841869208032,2.2313492987946066
