Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58524.48828125,-1.3411481795664093,,3.2810517856347365,
58559.265625,0.41073870015891245,,6.541200275782462,
58600.3125,-2.887235377125621,,-3.0835894713958956,
58606.3125,2.557917734308217,,-0.07203558209731176,
58608.31640625,0.4026541655257354,,2.2615650838531387,
58609.33984375,-1.2158961198626468,,5.153270581643865,
58616.25,1.6274787655956615,,-4.7925937752499905,
58621.265625,2.502017841611343,,0.06015825591206214,
58634.171875,3.8668923566328037,,0.6374414862519298,
58641.1640625,0.738663045953821,,4.080383321344975,
58642.18359375,0.5261466993234039,,2.2415462133855484,
58646.18359375,-0.7509697280631062,,5.647740552149012,
58794.5390625,1.9042463970089791,,-8.713827806809793,
58796.5390625,-1.8316245434120457,,-3.734842394953221,
58829.4921875,0.22280614694567014,,-9.036057295516015,
58907.41796875,0.5737308798640806,,2.9034957242511217,
59024.16796875,-3.2526985164071966,,-3.5950298660498667,
59028.16015625,-0.6515212947914257,,2.0740565842093623,
59030.203125,-0.38806079478830835,,-1.9688152317117238,
59031.1640625,-1.382538774719928,,0.34507116496794277,
59033.15625,3.2269006608260886,,-0.18264219635932388,
59179.54296875,-2.677859832515904,,-2.2281876417380344,
