bjd,og_ccf,ref_ccf,mean_ccf,norm_shifted_ccf,mu_og,mu_ref,mu_zero,vrad,svrad,fwhm,contrast,bis_span,noise,s_mw
57254.593124,"[14983578. 14979255. 14975776. 14972936. 14970866. 14968651. 14966722.
 14964372. 14962301. 14960665. 14959289. 14957439. 14955879. 14955232.
 14954585. 14954306. 14954380. 14954418. 14953761. 14953958. 14954433.
 14955458. 14956713. 14959663. 14964440. 14970297. 14975982. 14980066.
 14982659. 14986169. 14991346. 14996545. 15001145. 15003810. 15005638.
 15007144. 15007294. 15006355. 15004597. 15002871. 15000148. 14995359.
 14985928. 14971488. 14954436. 14931991. 14903765. 14868740. 14828163.
 14781726. 14729579. 14668122. 14596506. 14513723. 14417982. 14313220.
 14200319. 14075137. 13938080. 13791040. 13629458. 13457857. 13275157.
 13082188. 12881800. 12675411. 12462510. 12247156. 12030884. 11814134.
 11602350. 11397908. 11204083. 11025233. 10862911. 10718511. 10595358.
 10495550. 10421228. 10376074. 10358545. 10367765. 10404910. 10469754.
 10558308. 10670918. 10805492. 10957959. 11129087. 11315431. 11514853.
 11722044. 11933460. 12145508. 12355632. 12562028. 12763057. 12959317.
 13147932. 13327821. 13499080. 13660063. 13810468. 13948996. 14078610.
 14197331. 14305432. 14403155. 14490549. 14567848. 14636664. 14699000.
 14753050. 14801498. 14844058. 14881071. 14911174. 14935676. 14955630.
 14971313. 14983865. 14992963. 14999299. 15003436. 15006507. 15008522.
 15007634. 15004990. 15000110. 14995549. 14990233. 14986369. 14982407.
 14977123. 14970790. 14965167. 14961170. 14957214. 14954602. 14952215.
 14949554. 14945663. 14942639. 14940655. 14941143. 14941002. 14940616.
 14939672. 14938992. 14939816. 14940989. 14943157. 14945263. 14948315.
 14952827. 14956258. 14959177. 14960778. 14962299. 14965659. 14968742.]","[14983578. 14979255. 14975776. 14972936. 14970866. 14968651. 14966722.
 14964372. 14962301. 14960665. 14959289. 14957439. 14955879. 14955232.
 14954585. 14954306. 14954380. 14954418. 14953761. 14953958. 14954433.
 14955458. 14956713. 14959663. 14964440. 14970297. 14975982. 14980066.
 14982659. 14986169. 14991346. 14996545. 15001145. 15003810. 15005638.
 15007144. 15007294. 15006355. 15004597. 15002871. 15000148. 14995359.
 14985928. 14971488. 14954436. 14931991. 14903765. 14868740. 14828163.
 14781726. 14729579. 14668122. 14596506. 14513723. 14417982. 14313220.
 14200319. 14075137. 13938080. 13791040. 13629458. 13457857. 13275157.
 13082188. 12881800. 12675411. 12462510. 12247156. 12030884. 11814134.
 11602350. 11397908. 11204083. 11025233. 10862911. 10718511. 10595358.
 10495550. 10421228. 10376074. 10358545. 10367765. 10404910. 10469754.
 10558308. 10670918. 10805492. 10957959. 11129087. 11315431. 11514853.
 11722044. 11933460. 12145508. 12355632. 12562028. 12763057. 12959317.
 13147932. 13327821. 13499080. 13660063. 13810468. 13948996. 14078610.
 14197331. 14305432. 14403155. 14490549. 14567848. 14636664. 14699000.
 14753050. 14801498. 14844058. 14881071. 14911174. 14935676. 14955630.
 14971313. 14983865. 14992963. 14999299. 15003436. 15006507. 15008522.
 15007634. 15004990. 15000110. 14995549. 14990233. 14986369. 14982407.
 14977123. 14970790. 14965167. 14961170. 14957214. 14954602. 14952215.
 14949554. 14945663. 14942639. 14940655. 14941143. 14941002. 14940616.
 14939672. 14938992. 14939816. 14940989. 14943157. 14945263. 14948315.
 14952827. 14956258. 14959177. 14960778. 14962299. 14965659. 14968742.]","[14983622.24371406 14979289.75398659 14975804.92330816 14972957.39306554
 14970885.09513343 14968669.61191717 14966741.11689174 14964393.07495011
 14962317.76697974 14960677.68070092 14959303.40829845 14957456.21822981
 14955888.43693581 14955237.22089281 14954589.83726485 14954306.67910929
 14954378.10287695 14954421.85785051 14953764.11300675 14953954.39698966
 14954426.11008662 14955448.54382066 14956695.82542322 14959627.32349539
 14964390.39274618 14970242.45332012 14975936.16434696 14980038.07937698
 14982634.74167537 14986128.36343747 14991297.19435503 14996498.95696441
 15001111.59874197 15003791.78786537 15005621.97129844 15007135.66483144
 15007298.04410451 15006368.32718547 15004612.72107492 15002889.45365025
 15000179.09605212 14995419.7504759  14986039.10942037 14971630.13833456
 14954611.30882955 14932219.40786359 14904051.3339113  14869083.07065169
 14828557.07100377 14782169.31444804 14730088.72586259 14668724.03685195
 14597201.12992898 14514532.61153707 14418895.61164683 14314201.24844813
 14201392.14587146 14076328.70135335 13939361.98049821 13792436.63976212
 13630970.93403059 13459458.50941092 13276861.41363683 13083972.978086
 12883641.08667099 12677312.05006292 12464454.93324727 12249110.00537923
 12032849.80100083 11816081.58382482 11604238.05683979 11399718.56893696
 11205775.91897365 11026779.76113142 10864304.5117415  10719728.02736115
 10596370.83607649 10496345.06863743 10421772.15163082 10376355.58018862
 10358584.38026816 10367558.23101309 10404444.86066086 10469057.17077597
 10557398.57462228 10669792.96153414 10804191.16522017 10956493.07594451
 11127464.26759566 11313679.33084241 11513004.6305625  11720143.66576179
 11931537.48314173 12143593.33301218 12353742.58921296 12560182.83106234
 12761256.30897421 12957569.68913546 13146263.26537576 13326229.10178911
 13497573.75327493 13658650.57027275 13809161.16438449 13947782.73902182
 14077482.44949209 14196304.6923209  14304499.56951131 14402316.37876754
 14489803.87175949 14567190.05406641 14636068.97900278 14698473.12397394
 14752588.35970921 14801085.25632705 14843696.54138432 14880766.269095
 14910929.18724253 14935475.02234669 14955469.76444956 14971185.6358578
 14983766.79525633 14992894.11780393 14999252.72219509 15003404.90768093
 15006481.54751958 15008516.45926046 15007650.2826883  15005025.93907866
 15000153.83309623 14995594.31063438 14990276.09071571 14986401.09645082
 14982448.12757846 14977177.27634397 14970847.13466199 14965209.19473309
 14961205.85462523 14957244.4755944  14954623.0207916  14952236.3168393
 14949584.79550463 14945696.21255423 14942663.4418661  14940660.33968225
 14941138.45188999 14941005.27253888 14940621.71561428 14939681.86312561
 14938991.01919949 14939806.51684407 14940973.74303395 14943136.98268556
 14945242.1901008  14948278.34960552 14952789.26163971 14956229.53386565
 14959155.95134304 14960767.53175337 14962277.07843767 14965624.99214291
 14968724.83450764]","[1.00090116 1.00061175 1.00037896 1.00018875 1.00005032 0.99990233
 0.9997735  0.99961665 0.99947802 0.99936847 0.99927667 0.99915327
 0.99904855 0.99900505 0.9989618  0.99894289 0.99894766 0.99895058
 0.99890664 0.99891935 0.99895086 0.99901916 0.99910248 0.9992983
 0.99961647 1.00000739 1.00038773 1.00066174 1.00083519 1.00106856
 1.00141384 1.00176132 1.00206944 1.00224848 1.00237073 1.00247185
 1.00248269 1.00242059 1.00230331 1.0021882  1.00200715 1.00168923
 1.0010626  1.00010009 0.99896323 0.99746746 0.99558584 0.99324998
 0.99054285 0.98744417 0.9839652  0.97986606 0.97508835 0.96956612
 0.9631776  0.95618405 0.94864844 0.94029424 0.93114491 0.92133034
 0.91054448 0.89908751 0.88689008 0.87400519 0.86062309 0.84684038
 0.83262159 0.81823662 0.8037905  0.78931046 0.77515938 0.76149754
 0.74854223 0.73658535 0.72573205 0.71607439 0.70783417 0.70115248
 0.69617103 0.69313722 0.69195011 0.69254956 0.69501358 0.69932966
 0.70523084 0.71273874 0.7217165  0.73189022 0.74331104 0.75575015
 0.76906501 0.78290183 0.79702287 0.81118814 0.82522604 0.83901618
 0.85244783 0.8655615  0.87816617 0.89018783 0.90163359 0.91239347
 0.92244753 0.93170741 0.94037131 0.9483086  0.95553598 0.96207011
 0.96791425 0.97308362 0.97768471 0.98185329 0.98546817 0.98870774
 0.99155416 0.99403041 0.99604528 0.99768494 0.99902058 1.00007039
 1.00091081 1.00152051 1.00194527 1.00222263 1.00242815 1.00256408
 1.00250622 1.00233092 1.00200546 1.00170089 1.00134563 1.00108678
 1.00082273 1.00047063 1.00004778 0.99967117 0.99940375 0.99913913
 0.99896402 0.99880459 0.99862747 0.99836771 0.99816512 0.99803131
 0.99806325 0.99805436 0.99802873 0.99796595 0.9979198  0.99797428
 0.99805225 0.99819675 0.99833738 0.9985402  0.99884152 0.99907133
 0.99926682 0.99937447 0.99947531 0.99969895 0.99990601]",-17.42408382700975,-17.424083827004548,-17.421819699222034,-17424.219999999998,1.03,7615.54,30.86,59.04,0.96,0.0
57257.578995,"[11745628.  11744986.  11743543.  11741887.  11739721.  11737955.
 11736493.  11735333.  11734081.  11732478.  11730012.  11726881.
 11724703.  11724300.  11724882.  11724669.  11724382.  11724084.
 11725360.  11727017.  11729066.  11731083.  11732331.  11733798.
 11735209.  11737582.  11740547.  11743613.  11746673.  11749144.
 11753399.  11757908.  11762348.  11764854.  11765820.  11767356.
 11769369.  11770786.  11771533.  11770357.  11767023.  11760900.
 11752576.  11739707.  11725044.  11706332.  11683293.  11657088.
 11625013.  11588972.  11547950.  11499835.  11445130.  11383177.
 11311231.  11230521.  11141830.  11043791.  10936746.  10821047.
 10695439.  10561402.  10417560.  10264523.  10104359.   9941414.
  9776260.   9609004.   9440677.   9272164.   9106004.   8946432.
  8795524.   8655875.   8528983.   8416004.   8320239.   8242584.5
  8183746.   8145129.   8129880.5  8136169.   8164601.5  8215888.
  8286531.5  8374962.   8481301.   8602412.   8737450.   8882821.
  9036017.   9195743.   9359777.   9525367.   9690840.   9853640.
 10011288.  10164170.  10311506.  10451889.  10586112.  10713634.
 10832935.  10942385.  11042509.  11135475.  11219498.  11296414.
 11365544.  11426749.  11481078.  11529154.  11571480.  11608707.
 11640287.  11667913.  11690709.  11710760.  11727843.  11740667.
 11749490.  11755284.  11761365.  11766231.  11768652.  11768791.
 11767249.  11765886.  11763466.  11760870.  11756734.  11751062.
 11746572.  11742604.  11739854.  11736872.  11733331.  11728854.
 11724052.  11720103.  11718040.  11716678.  11715153.  11714362.
 11714303.  11714441.  11714294.  11714429.  11715901.  11719512.
 11723499.  11726457.  11727540.  11727852.  11728724.  11730603.
 11732106.  11734306.  11736391.  11738943.  11741601. ]","[11745628.  11744986.  11743543.  11741887.  11739721.  11737955.
 11736493.  11735333.  11734081.  11732478.  11730012.  11726881.
 11724703.  11724300.  11724882.  11724669.  11724382.  11724084.
 11725360.  11727017.  11729066.  11731083.  11732331.  11733798.
 11735209.  11737582.  11740547.  11743613.  11746673.  11749144.
 11753399.  11757908.  11762348.  11764854.  11765820.  11767356.
 11769369.  11770786.  11771533.  11770357.  11767023.  11760900.
 11752576.  11739707.  11725044.  11706332.  11683293.  11657088.
 11625013.  11588972.  11547950.  11499835.  11445130.  11383177.
 11311231.  11230521.  11141830.  11043791.  10936746.  10821047.
 10695439.  10561402.  10417560.  10264523.  10104359.   9941414.
  9776260.   9609004.   9440677.   9272164.   9106004.   8946432.
  8795524.   8655875.   8528983.   8416004.   8320239.   8242584.5
  8183746.   8145129.   8129880.5  8136169.   8164601.5  8215888.
  8286531.5  8374962.   8481301.   8602412.   8737450.   8882821.
  9036017.   9195743.   9359777.   9525367.   9690840.   9853640.
 10011288.  10164170.  10311506.  10451889.  10586112.  10713634.
 10832935.  10942385.  11042509.  11135475.  11219498.  11296414.
 11365544.  11426749.  11481078.  11529154.  11571480.  11608707.
 11640287.  11667913.  11690709.  11710760.  11727843.  11740667.
 11749490.  11755284.  11761365.  11766231.  11768652.  11768791.
 11767249.  11765886.  11763466.  11760870.  11756734.  11751062.
 11746572.  11742604.  11739854.  11736872.  11733331.  11728854.
 11724052.  11720103.  11718040.  11716678.  11715153.  11714362.
 11714303.  11714441.  11714294.  11714429.  11715901.  11719512.
 11723499.  11726457.  11727540.  11727852.  11728724.  11730603.
 11732106.  11734306.  11736391.  11738943.  11741601. ]","[11745627.85974124 11744988.36596237 11743546.02963716 11741890.88793572
 11739725.0744878  11737958.13286048 11736495.53746261 11735335.26749234
 11734083.69300088 11732481.88458732 11730017.88492337 11726886.75430102
 11724705.58776191 11724299.2190083  11724881.48640674 11724669.63814468
 11724382.92479931 11724083.13117799 11725356.77005193 11727013.40240731
 11729061.65087091 11731079.88514226 11732328.4403402  11733795.25796534
 11735205.46257555 11737576.46647    11740541.02780107 11743606.66381396
 11746667.99388949 11749137.55868848 11753389.91167166 11757898.83309602
 11762340.69369759 11764851.18444116 11765817.96390566 11767352.1314534
 11769365.4727322  11770783.6330909  11771533.15601528 11770361.26399833
 11767032.50391473 11760913.76119613 11752597.08631763 11739734.50026316
 11725076.1374872  11706373.79324592 11683341.19365691 11657145.37820659
 11625080.78522971 11589047.31560781 11548037.82478205 11499936.82351521
 11445244.45610086 11383308.96918492 11311382.47943178 11230688.15589491
 11142014.23535572 11043993.97414699 10936965.77016452 10821285.56313224
 10695695.64642463 10561676.26938998 10417853.79326395 10264833.73892221
 10104679.23491923  9941738.10383946  9776588.72617606  9609335.9304442
  9441010.31682685  9272496.03054951  9106326.97019206  8946739.53350972
  8795811.93102828  8656138.67829886  8529220.91083072  8416211.11214953
  8320410.55121991  8242719.65405404  8183843.36306344  8145182.47502027
  8129888.89620573  8136135.31922448  8164522.21464705  8215766.4109382
  8286374.40708409  8374768.96931688  8481075.57578459  8602158.2779686
  8737171.68743152  8882525.46011569  9035707.26601362  9195422.13923455
  9359450.55250388  9525039.22445568  9690514.57148068  9853323.02427115
 10010981.23392289 10163872.75397367 10311221.59808403 10451617.79561719
 10585852.9217588  10713389.47025065 10832708.60957588 10942178.63926405
 11042318.093797   11135300.01020054 11219339.33706759 11296269.30019071
 11365415.41818275 11426635.13692744 11480976.91603296 11529064.9341479
 11571401.25804693 11608639.2791029  11640228.58098702 11667863.29957137
 11690667.19620747 11710722.83005144 11727813.26962095 11740645.71353809
 11749476.47745401 11755272.67234339 11761353.42589374 11766223.7016427
 11768649.53197328 11768792.96467376 11767251.90845657 11765889.62824358
 11763470.99679067 11760876.12396878 11756744.40544662 11751072.39096662
 11746580.2982174  11742610.57243301 11739859.25945747 11736878.37386347
 11733338.91546247 11728863.49456885 11724061.12056327 11720108.92060138
 11718042.86616732 11716680.93085756 11715155.52643153 11714362.70430478
 11714302.70484543 11714441.01021038 11714294.30434071 11714427.84687892
 11715895.79539435 11719503.85789576 11723491.72650666 11726453.04493652
 11727539.1114186  11727851.22895074 11728720.95902172 11730599.63521415
 11732102.44278251 11734301.64556193 11736386.56651329 11738937.59961917
 11741596.1445235 ]","[1.00053891 1.00048444 1.00036158 1.00022058 1.00003609 0.99988558
 0.99976099 0.99966215 0.99955554 0.99941909 0.9992092  0.99894247
 0.99875667 0.99872206 0.99877166 0.99875361 0.99872919 0.99870365
 0.99881214 0.99895326 0.99912774 0.99929966 0.99940602 0.99953097
 0.99965109 0.99985306 1.0001056  1.00036674 1.00062752 1.00083788
 1.00120012 1.0015842  1.00196258 1.00217643 1.00225879 1.00238947
 1.00256098 1.00268178 1.00274563 1.0026458  1.00236225 1.00184103
 1.00113258 1.00003689 0.99878824 0.9971951  0.99523309 0.99300163
 0.99027024 0.98720077 0.98370742 0.97960998 0.97495107 0.96967516
 0.96354818 0.95667432 0.94912072 0.94077097 0.93165389 0.92179979
 0.91110155 0.89968525 0.88743388 0.87439903 0.86075644 0.84687647
 0.83280839 0.81856114 0.8042225  0.78986779 0.77571285 0.76211857
 0.74926196 0.73736404 0.72655268 0.71692606 0.70876539 0.70214738
 0.69713206 0.69383877 0.69253601 0.6930681  0.69548621 0.69985139
 0.70586606 0.71339586 0.72245147 0.73276578 0.74426675 0.75664856
 0.76969719 0.78330233 0.79727492 0.81138041 0.82547626 0.83934492
 0.85277487 0.86579877 0.87835053 0.89031003 0.90174471 0.91260878
 0.92277285 0.93209794 0.94062821 0.94854878 0.95570758 0.96226078
 0.96815092 0.97336586 0.9779949  0.98209123 0.98569761 0.98886969
 0.99156059 0.99391462 0.99585715 0.99756557 0.9990214  1.00011452
 1.00086675 1.0013605  1.00187848 1.00229335 1.00249999 1.00251221
 1.00238094 1.00226489 1.00205886 1.00183782 1.00148587 1.0010027
 1.00062005 1.00028189 1.00004752 0.9997936  0.99949209 0.99911086
 0.99870177 0.99836511 0.99818912 0.9980731  0.99794316 0.99787563
 0.99787051 0.9978823  0.9978698  0.99788117 0.99800622 0.99831357
 0.99865327 0.99890553 0.99899804 0.99902463 0.99909872 0.99925875
 0.99938677 0.9995741  0.9997517  0.99996901 1.00019548]",-17.421527391811352,-17.421527391811352,-17.42103328168628,-17422.45,1.15,7613.57,30.785999999999998,62.07,1.09,0.0
57267.619795,"[11370518.  11370015.  11368927.  11367284.  11364341.  11362469.
 11359700.  11357082.  11353626.  11350002.  11347739.  11347083.
 11348364.  11348212.  11346864.  11345139.  11344308.  11345656.
 11346266.  11349709.  11352410.  11353778.  11354649.  11354217.
 11355088.  11357337.  11359755.  11363034.  11366289.  11370408.
 11374900.  11379246.  11382625.  11385464.  11387926.  11390874.
 11391847.  11390765.  11387742.  11384108.  11380012.  11375554.
 11369165.  11359656.  11347182.  11329859.  11308564.  11281915.
 11250152.  11213792.  11171960.  11125592.  11072206.  11011707.
 10944301.  10867735.  10782310.  10686830.  10582807.  10470063.
 10348321.  10219140.  10080974.   9935457.   9783183.   9626426.
  9466059.   9302851.   9138744.   8976110.   8816580.   8662487.
  8516540.   8379956.   8256588.5  8149260.5  8058321.5  7984684.5
  7929401.   7894394.   7880468.   7887555.   7915911.5  7963985.5
  8032217.   8116426.   8217020.5  8333243.   8462324.   8601986.
  8750659.   8905833.   9063760.   9222978.   9381009.   9537198.
  9690541.   9839494.   9982815.  10120050.  10249982.  10372275.
 10486528.  10592089.  10688519.  10776744.  10857179.  10930908.
 10996773.  11055508.  11106710.  11152821.  11195302.  11232645.
 11265072.  11291686.  11314093.  11332955.  11349020.  11360803.
 11369759.  11375915.  11379821.  11382301.  11383572.  11384844.
 11385583.  11384082.  11382033.  11378191.  11373280.  11368705.
 11365653.  11364063.  11360882.  11356310.  11351689.  11348935.
 11348364.  11346543.  11344424.  11341220.  11338213.  11336541.
 11336101.  11336257.  11336813.  11338608.  11340498.  11343146.
 11345401.  11348297.  11351122.  11351871.  11352181.  11353007.
 11355421.  11358585.  11361049.  11362859.  11364079. ]","[11370518.  11370015.  11368927.  11367284.  11364341.  11362469.
 11359700.  11357082.  11353626.  11350002.  11347739.  11347083.
 11348364.  11348212.  11346864.  11345139.  11344308.  11345656.
 11346266.  11349709.  11352410.  11353778.  11354649.  11354217.
 11355088.  11357337.  11359755.  11363034.  11366289.  11370408.
 11374900.  11379246.  11382625.  11385464.  11387926.  11390874.
 11391847.  11390765.  11387742.  11384108.  11380012.  11375554.
 11369165.  11359656.  11347182.  11329859.  11308564.  11281915.
 11250152.  11213792.  11171960.  11125592.  11072206.  11011707.
 10944301.  10867735.  10782310.  10686830.  10582807.  10470063.
 10348321.  10219140.  10080974.   9935457.   9783183.   9626426.
  9466059.   9302851.   9138744.   8976110.   8816580.   8662487.
  8516540.   8379956.   8256588.5  8149260.5  8058321.5  7984684.5
  7929401.   7894394.   7880468.   7887555.   7915911.5  7963985.5
  8032217.   8116426.   8217020.5  8333243.   8462324.   8601986.
  8750659.   8905833.   9063760.   9222978.   9381009.   9537198.
  9690541.   9839494.   9982815.  10120050.  10249982.  10372275.
 10486528.  10592089.  10688519.  10776744.  10857179.  10930908.
 10996773.  11055508.  11106710.  11152821.  11195302.  11232645.
 11265072.  11291686.  11314093.  11332955.  11349020.  11360803.
 11369759.  11375915.  11379821.  11382301.  11383572.  11384844.
 11385583.  11384082.  11382033.  11378191.  11373280.  11368705.
 11365653.  11364063.  11360882.  11356310.  11351689.  11348935.
 11348364.  11346543.  11344424.  11341220.  11338213.  11336541.
 11336101.  11336257.  11336813.  11338608.  11340498.  11343146.
 11345401.  11348297.  11351122.  11351871.  11352181.  11353007.
 11355421.  11358585.  11361049.  11362859.  11364079. ]","[11370518.11327485 11370020.23439642 11368934.03170637 11367298.89040269
 11364355.39443937 11362481.81711537 11359716.34005318 11357099.13054725
 11353648.4954536  11350020.11032861 11347748.34187399 11347079.32485214
 11348358.50486465 11348217.53567586 11346873.7616084  11345148.73766524
 11344304.59460712 11345650.96554527 11346254.83115459 11349687.30980344
 11352399.16981924 11353770.89418059 11354648.59507153 11354217.82418115
 11355077.47796834 11357323.21699794 11359738.11588171 11363014.63311113
 11366267.76736727 11370381.94634705 11374873.1635585  11379223.04613037
 11382606.90126749 11385449.3002269  11387909.08740972 11390860.70145451
 11391847.54147209 11390777.84646425 11387762.48483194 11384130.90797605
 11380036.57345038 11375584.074845   11369211.80208087 11359719.61637788
 11347269.28732774 11329972.81744861 11308704.15437205 11282088.10342479
 11250352.16674094 11214022.79923061 11172219.22868862 11125884.01028934
 11072542.57859304 11012082.48109054 10944724.32841901 10868212.01634013
 10782843.19196728 10687419.25280212 10583444.97686966 10470755.38988038
 10349060.42187177 10219927.80240076 10081811.6169867   9936336.12054565
  9784095.91475066  9627361.29911585  9467014.2184215   9303818.35083626
  9139709.26222775  8977061.577901    8817507.61009309  8663373.32440871
  8517375.44346989  8380726.6579358   8257270.16651618  8149845.69378844
  8058807.97512665  7985066.44690154  7929669.16673758  7894538.67777526
  7880488.91208238  7887449.84287393  7915686.46362368  7963640.85636741
  8031765.34868974  8115882.3482133   8216379.42010862  8332517.25734453
  8461530.14137452  8601134.40166498  8749759.74351008  8904907.45757365
  9062823.17187519  9222040.9120543   9380082.13909065  9536284.00300868
  9689648.14315961  9838631.55758708  9981986.91243449 10119261.31449581
 10249238.06686105 10371576.93385779 10485879.022464   10591493.71070744
 10687975.09995681 10776247.61298753 10856724.15560073 10930496.00935675
 10996405.66471567 11055184.49928534 11106425.84227319 11152559.19979256
 11195065.84783314 11232438.84138428 11264898.09031366 11291542.7963751
 11313972.13713597 11332851.26484421 11348937.67688826 11360742.96923159
 11369714.29231458 11375886.24852417 11379802.48890388 11382290.68298793
 11383565.30037563 11384836.13143758 11385585.54517691 11384092.93382193
 11382049.45909843 11378218.25077766 11373309.26071638 11368728.54195766
 11365664.64647058 11364075.13846546 11360906.03006808 11356338.74139416
 11351712.61684269 11348942.44427641 11348369.65065501 11346555.13626904
 11344439.46889245 11341240.03537681 11338227.27822127 11336546.75905581
 11336101.17391249 11336255.63135522 11336805.74763603 11338596.91958153
 11340484.39905522 11343131.28901229 11345386.67342835 11348277.96625925
 11351111.2537035  11351869.58119071 11352178.64242397 11352997.80767656
 11355402.97890387 11358567.68410824 11361036.65648246 11362850.01760512
 11364073.61291995]","[1.00086839 1.00082457 1.00072896 1.00058503 1.00032593 1.00016101
 0.99991759 0.99968721 0.99938348 0.9990641  0.99886413 0.99880524
 0.99891784 0.99890543 0.99878714 0.9986353  0.998561   0.99867951
 0.99873266 0.9990348  0.99927351 0.99939425 0.99947151 0.99943359
 0.99950926 0.99970694 0.9999195  1.00020791 1.00049426 1.00085641
 1.00125174 1.00163463 1.00193249 1.00218268 1.0023992  1.00265901
 1.00274588 1.00265172 1.0023863  1.00206663 1.00170624 1.00131431
 1.00075341 0.99991788 0.99882196 0.99729947 0.99542734 0.99308451
 0.99029101 0.98709319 0.98341351 0.97933494 0.97463966 0.96931777
 0.9633887  0.95665385 0.94913942 0.94073991 0.93158777 0.92166848
 0.91095651 0.89958985 0.88743244 0.87462723 0.86122657 0.84743031
 0.83331606 0.81895105 0.80450566 0.7901889  0.77614446 0.76257708
 0.7497259  0.73769764 0.72683062 0.71737478 0.70936136 0.7028704
 0.69799416 0.69490186 0.69366516 0.69427788 0.69676336 0.70098445
 0.70698098 0.71438522 0.72323129 0.7334541  0.74481022 0.75709862
 0.77018108 0.78383767 0.7977379  0.81175274 0.82566402 0.8394134
 0.85291299 0.86602697 0.87864556 0.89072888 0.90216983 0.91293848
 0.92299971 0.93229624 0.94078883 0.94855885 0.95564265 0.96213628
 0.96793785 0.97311175 0.97762217 0.98168297 0.98542454 0.98871423
 0.99157139 0.99391674 0.99589104 0.99755284 0.99896882 1.00000795
 1.00079764 1.00134091 1.00168563 1.00190465 1.00201685 1.00212871
 1.00219468 1.00206329 1.00188342 1.00154618 1.00111408 1.00071087
 1.00044118 1.00030126 1.00002231 0.99962028 0.99921307 0.99896924
 0.99891882 0.9987591  0.99857287 0.99829125 0.99802605 0.99787813
 0.99783891 0.9978525  0.99790093 0.99805859 0.99822473 0.99845772
 0.99865625 0.99891075 0.99916014 0.99922689 0.9992541  0.9993262
 0.99953791 0.99981648 1.00003381 1.00019342 1.00030113]",-17.423703143440186,-17.42370314340862,-17.42222902886735,-17423.43,1.17,7621.53,30.691999999999997,60.57,1.12,0.0
