Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58524.46484375,-2.0167546330961668,,2.8628226974682076,
58524.4921875,0.8687408536394967,,2.6981600354395754,
58524.49609375,-1.4526933715652088,,5.291868277978265,
58524.50390625,-1.6375141266445814,,3.4296271128916223,
58559.2578125,1.729550464034137,,6.582356986324232,
58559.26171875,-0.9589470870029011,,8.452125136726504,
58559.26953125,1.0107931217110435,,5.785249002719591,
58600.3125,-2.3840296575606077,,-2.989766169668914,
58606.3125,2.1018730548164863,,0.9810381186864139,
58608.3125,0.20738157158478376,,3.053866699086085,
58609.33984375,-1.1151618938747214,,5.649088539789731,
58616.25,1.6437269892481625,,-4.211812977610497,
58621.265625,2.5205677048410413,,0.6386374139743589,
58634.171875,4.066494376233472,,1.034868487943256,
58641.16015625,1.7183756510258341,,4.0476982116860505,
58641.1640625,0.033853941279700095,,5.166214214645075,
58642.1875,0.33899312675164595,,3.025251970091098,
58646.1796875,-0.7738182194875716,,6.268094902023675,
58794.5390625,2.158338596839174,,-8.502021203853852,
58794.54296875,1.733013854544672,,-7.744817799449975,
58796.53515625,-1.9782980354118704,,-2.288758747628198,
58796.5390625,-1.588115234547283,,-4.083703816559192,
58829.48828125,-0.3019094518493244,,-7.882841422987619,
58829.4921875,1.0270018378616648,,-7.817957699270874,
58829.49609375,-0.9520074306279973,,-8.617001714472618,
58829.5,0.4481230146105464,,-8.76877247953538,
58907.41796875,0.9063667618480657,,3.090641243930225,
58907.421875,0.5711281786396301,,3.57989822923827,
59024.16015625,-1.9529792649833446,,-4.0140019870508645,
59024.16796875,-4.55159810391301,,-1.0072105406993241,
59024.17578125,-4.993200536241123,,-2.2426443937716014,
59028.15625,-0.7282557969359189,,3.612325875468116,
59028.16015625,-0.6182537387559135,,1.80239934829397,
59028.1640625,0.020076821748203022,,1.9651552135711035,
59030.19140625,-1.0350418289738794,,-0.1707203984021265,
59030.203125,-0.8618857584821327,,-0.9470754740208265,
59030.21484375,0.16987328929137213,,-2.1786292910814407,
59031.16015625,-2.81307884545245,,0.89110720645535,
59031.1640625,0.11174189978781701,,-0.35238571896069804,
59031.16796875,-0.3632870383122271,,1.3094909059069242,
59033.16015625,2.4453287826379837,,1.841596215327807,
59033.16015625,3.986049802468573,,-0.855931750303563,
59033.1640625,2.991454913578856,,0.5015362159787315,
59179.54296875,-1.8766408105271752,,-1.8654182613312527,
59179.54296875,-4.225458174459458,,-0.6495659852895943,
