ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[326, 345, 364, 383]",[ 0.13407226  0.25756994 -3.88022315  3.39282997 -0.10265541],10700,1.1037699823940317,0.6799025134006423
