ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[308, 349, 359, 372, 408]",[ 0.52077173 -0.57427804 -2.60198239 -0.84077588  1.99175092 -0.38385539],10700,1.1138368232661244,0.7369051579898784
