ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[326, 345, 364, 383]",[ 0.20722967  0.09447086 -3.81220244  3.19238182  0.0075178 ],10700,1.0473496274179908,0.7029841885908225
