ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[308, 349, 359, 372, 408]",[ 0.41364195  1.24973747 -0.31631752  0.27971261 -0.96525497 -1.58309605],10700,1.0496748502240199,0.7037152713701116
