ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[301, 339, 349, 359, 392]","[ -1.28207156  -2.28261276  13.67977691 -23.03878942   9.81460899
   0.57141173]",26965,3.0193146403941094,2.3877198283536956
