ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[301, 339, 349, 359, 392]","[  0.69286766  -8.21877391   7.04227724 -23.77260502  17.73342105
   4.778552  ]",26965,2.905276002211812,2.1883251511420476
