ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[301, 339, 349, 359, 392]","[ -1.0193468   -1.96171666  12.89758278 -20.89699197   9.2697932
   1.13826462]",26965,3.0164066541102423,2.439408487325958
