Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58764.47265625,1.9457773401391893,,0.4691891115704987,
58771.41015625,-1.8219141045469907,,-0.3712737406183212,
58772.48046875,1.232789908341978,,-0.27503781210104006,
58773.4609375,0.7731604458240362,,-0.1587311034893481,
58778.4296875,-0.554986949878155,,-0.13521017263090696,
58780.39453125,0.08383337868818469,,0.027055924584003355,
58781.44921875,1.022913296414042,,0.35445549904564616,
58785.43359375,1.6171274622091008,,-0.09480017065566279,
58788.46484375,-0.4484838454447601,,-0.31800722237680185,
58794.421875,1.4448202861678752,,-0.23529817039568715,
58795.421875,-1.7198524448564347,,1.1669844239098728,
58796.3671875,-0.28504262853097506,,0.3730437482094131,
58797.40234375,0.4319846245041856,,0.12903895611175242,
58802.4921875,1.9915229939415873,,-0.4768250969193992,
58827.3671875,0.07544274395754313,,-0.7351222883416051,
58828.30859375,1.414487837146371,,-0.18207753778043284,
58829.328125,-0.863824144843621,,-0.16969573157169093,
58833.36328125,-1.5449574729137971,,0.3054439441547351,
58850.29296875,0.36126628608598255,,-1.7381089164075445,
58852.1875,0.8869712493761759,,-1.5771683718852378,
58853.3125,0.3593076140884204,,-0.5841116701912323,
58859.3203125,-0.18174594831390967,,-0.3406044945076523,
58861.359375,-0.7052916753129237,,-0.5189630643836383,
58872.1953125,0.7565485620471997,,-0.11923103611876162,
58881.1875,-1.124614275241209,,-0.320892905861603,
58884.1796875,-0.49515977834333524,,1.1553654878655233,
58907.109375,0.7711976201543114,,0.033966585461626675,
58908.16015625,-1.422260304165477,,0.09119404103141515,
58913.1015625,-1.962163673103319,,0.928643796688007,
59064.4765625,-0.7398829961506299,,-0.644589028702182,
59065.47265625,-1.260299775299145,,0.516696891071333,
59074.48828125,-0.16308302350299209,,-0.48133773181856987,
59087.4921875,-1.292382918227132,,0.32752759259307007,
59088.49609375,0.10575814681458151,,0.22638359786385653,
59090.48828125,-0.16100726882932265,,0.3481905174140107,
59095.50390625,3.2173056471172634,,0.6167281874049244,
59097.48828125,0.6480035046496133,,1.0574292556538247,
59098.49609375,0.9088810427855316,,1.1703920495491564,
59099.484375,-0.0008856981949091902,,0.12703379052959723,
59101.49609375,-3.4926903450867917,,-0.39422308601602035,
59109.4765625,1.1164591407545812,,0.3448329945488569,
59118.4765625,1.1129708624127812,,0.1346982260156569,
59119.46484375,0.08430436563331545,,0.8581889415451226,
59120.484375,0.006700835752818768,,0.5695815339256193,
59121.4453125,0.29561268829733156,,-0.3601994592438935,
59122.453125,1.2999067107268212,,0.4818199948891168,
59123.51171875,-0.0054265908497727056,,0.5054150152157108,
59124.48828125,1.2561875040276422,,-0.45102329841170413,
59132.48828125,0.13339131241574165,,0.8014726002314464,
59135.4765625,1.6476306713867555,,0.26379574126043254,
59146.265625,-0.45891331441881067,,-0.7729708198090013,
59152.41796875,-1.8716592835697208,,-1.6795607881580912,
59153.421875,-0.8417978649010361,,-0.18409261698302581,
59156.37890625,-0.5100279340790774,,-0.25646313374248453,
59166.2890625,-1.2608448510064685,,-0.7034611582213435,
59178.26953125,-3.322341548084812,,0.3509554607319998,
59179.43359375,-0.2755264234953705,,1.1188376017675585,
59180.21875,-0.14072983418933394,,1.350251949961522,
