ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[308, 349, 359, 372, 408]",[-0.26596099 -0.06082983 -1.43536699  1.90548574  0.4098787  -1.2726704 ],101501,3.7331769727055786,2.201632265327564
