ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[334, 384, 399, 433]",[ 0.97511604 -1.69892149  6.83394478 -4.1914111   3.73743955],101501,4.701878558535663,2.201916354059834
