ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
[330 380 395 429],[ 0.37453246 -2.5854755   0.76284255 -0.10340277  1.54395907 -1.06380613],101501,3.74067983061374,2.329858813346781
