ccf_indexes,a_coeff,star name,raw_rms,ccf_corr_rms
"[330, 380, 395, 429]",[ 0.2552035  -1.58039258  8.48716611 -6.24393504  2.70632915],101501,4.69832175443827,2.2287841276227227
