Time [MJD],RV_C [m/s],e_RV_C [m/s],RV_A [m/s],e_RV_A [m/s]
58710.45703125,-0.7018284560630255,,-0.6881799093420122,
58711.4921875,1.5336660403532578,,-1.3710926186489205,
58712.48828125,-0.19796226766393188,,-1.1329182901239183,
58714.4921875,1.66146722353059,,-1.6438522979200028,
58715.48828125,-0.38839628777626234,,0.07413255127747465,
58716.4453125,0.27553619686243525,,-0.5802631901971604,
58719.45703125,-0.9861766646803378,,-1.7961962026778249,
58720.4765625,-0.235521504910031,,-1.3814613477996942,
58763.35546875,-0.3067474489284562,,0.326269723171856,
58764.3671875,-0.6953261253111376,,0.39250648060922483,
58772.40625,-1.1921737485824095,,1.8888047874742468,
58780.26171875,-0.17874132953850563,,0.8467621389381554,
58795.3515625,1.1457775902960807,,-0.3060954039433059,
58796.23828125,1.0380658997043168,,0.18690071047658297,
58797.3359375,0.7752578586123529,,-0.24456615077520305,
58798.20703125,-1.0000527083255517,,0.655271393701764,
58850.14453125,-0.46149398792907115,,-0.701539890171279,
59059.48046875,1.3472335935318394,,-0.15087721284312705,
59060.48046875,0.8432444013921124,,0.2539298503903499,
59061.4765625,0.42141666036695447,,1.0248023912201953,
59063.48046875,0.049702367084854204,,-0.4688702783883294,
59065.48828125,-0.04531320599700894,,-0.16023165843146625,
59118.38671875,0.5894917908599485,,0.2635418359225138,
59119.38671875,-0.1743853792375174,,0.8462208859027922,
59120.3828125,-1.436754924541896,,0.7372067642149833,
59121.37890625,-0.303037687161358,,0.4236494389438203,
59122.35546875,0.232595339084549,,0.2809302310572883,
59130.3046875,-0.6176079521898726,,0.6504816668629599,
59135.4296875,0.2815340011137044,,0.2014739909031329,
59146.25,1.5444676918936597,,0.14589198469349002,
59153.37109375,-0.2444167044948795,,-1.5175246443085957,
59156.40234375,-0.35303601334889323,,-1.080841370610832,
59178.25,0.15439629831477464,,1.0362380364755002,
59180.1953125,0.5315642807682741,,0.0830507669126257,
