#file_root	night	insmode	tplname	exptime	photocenter	airmass	seeing	adc_pos	azimuth	altitude	moon_ra	moon_dec	alpha	delta	equinox	mualpha	mudelta	radvel	version	sn10	sn20	sn30	sn40	sn50	sn60	berv	jdb	bervmx	th_file	lamp_used	th_cal_error	lamp_offset	dvrms	drift_algo	drift_ref_file	drift_bouchy	drift_ccf	drift_used	drift_nbcos	drift_fratio	drift_nbordkill	drift_noise	drift_qc	flux_corr_min	flux_corr_max	vrad0	vrad	svrad	fwhm	contrast	maxcpp	mask	nb_lines	noise	bis_span	bv	sn_CaII	s_raw	s_mw	sig_s	rhk	sig_rhk	prot_n84	sig_prot_n84	prot_m08	sig_prot_m08	age_m08	sig_age_m08	name	object	prog_id	dprtype	spectr
#---------	-----	-------	-------	-------	-----------	-------	------	-------	-------	--------	-------	--------	-----	-----	-------	-------	-------	------	-------	----	----	----	----	----	----	----	---	------	-------	---------	------------	-----------	-----	----------	--------------	------------	---------	----------	-----------	------------	---------------	-----------	--------	-------------	-------------	-----	----	-----	----	--------	------	----	--------	-----	--------	--	-------	-----	----	-----	---	-------	--------	------------	--------	------------	-------	-----------	----	------	-------	-------	------
HARPN.2015-11-29T18-59-53.485	2015-11-29	HARPN	HARPN_ech_obs_thosimult	900.000	0.5063	1.46	1.94	F	0.057	0.755	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	48.50	67.40	90.30	103.70	105.30	101.70	-29.76612	57356.296356	31.71403	HARPN.2015-11-29T16-32-04.918_wave_A.fits	THAR1	0.00035	0.00456	0.00090	Bouchy	HARPN.2015-11-29T16-32-04.918_e2ds_B.fits	0.00039	0.00000	0.00039	528	0.768	2	0.00008	PASSED	1.00000	1.00000	-17.41849	-17.41888	0.00142	7.61655	30.834	3443	G2	4638	0.00138	0.06830	0.000	29.60	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2015-12-22T19-14-17.851	2015-12-22	HARPN	HARPN_ech_obs_thosimult	900.000	0.4611	1.71	0.00	F	0.599	0.623	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	17.50	26.00	36.00	41.70	42.80	43.50	-26.43274	57379.303700	31.71403	HARPN.2015-12-22T17-19-22.496_wave_A.fits	THAR1	0.00034	0.00443	0.00223	Bouchy	HARPN.2015-12-22T17-19-22.496_e2ds_B.fits	0.00010	0.00000	0.00010	509	0.777	2	0.00008	PASSED	1.00000	1.00000	-17.42531	-17.42541	0.00382	7.63135	30.575	596	G2	4638	0.00380	0.06118	0.000	9.60	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2015-12-23T19-11-08.185	2015-12-23	HARPN	HARPN_ech_obs_thosimult	900.000	0.4813	1.72	1.38	F	0.602	0.622	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	54.20	74.10	99.00	115.10	119.40	118.50	-26.17882	57380.301634	31.71403	HARPN.2015-12-23T18-32-20.137_wave_A.fits	THAR1	0.00034	0.00439	0.00081	Bouchy	HARPN.2015-12-23T18-32-20.137_e2ds_B.fits	0.00009	0.00000	0.00009	544	0.780	3	0.00008	PASSED	1.00000	1.00000	-17.42533	-17.42542	0.00129	7.62307	30.722	4220	G2	4638	0.00124	0.05797	0.000	33.90	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2015-12-24T19-07-45.949	2015-12-24	HARPN	HARPN_ech_obs_thosimult	900.000	0.5263	1.72	2.20	F	0.605	0.620	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	39.20	55.30	74.40	85.50	86.70	84.70	-25.91773	57381.299673	31.71403	HARPN.2015-12-24T17-34-50.657_wave_A.fits	THAR1	0.00034	0.00461	0.00106	Bouchy	HARPN.2015-12-24T17-34-50.657_e2ds_B.fits	0.00003	0.00000	0.00003	526	0.775	2	0.00008	PASSED	1.00000	1.00000	-17.42758	-17.42761	0.00174	7.62293	30.746	2332	G2	4638	0.00170	0.05329	0.000	23.10	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2015-12-25T19-06-21.408	2015-12-25	HARPN	HARPN_ech_obs_thosimult	900.000	0.4980	1.73	1.43	F	0.616	0.615	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	64.40	86.80	115.60	135.40	141.20	139.20	-25.65043	57382.298314	31.71403	HARPN.2015-12-25T16-43-14.455_wave_A.fits	THAR1	0.00035	0.00440	0.00071	Bouchy	HARPN.2015-12-25T16-43-14.455_e2ds_B.fits	0.00030	0.00000	0.00030	504	0.798	3	0.00008	PASSED	1.00000	1.00000	-17.42407	-17.42436	0.00111	7.61937	30.727	5796	G2	4638	0.00105	0.06120	0.000	40.80	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2015-12-27T19-09-25.330	2015-12-27	HARPN	HARPN_ech_obs_thosimult	900.000	0.5583	1.80	2.17	F	0.662	0.590	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	42.50	60.40	80.80	91.70	91.00	85.80	-25.10317	57384.300901	31.71403	HARPN.2015-12-27T16-57-57.014_wave_A.fits	THAR1	0.00034	0.00446	0.00101	Bouchy	HARPN.2015-12-27T16-57-57.014_e2ds_B.fits	0.00020	0.00000	0.00020	508	0.790	1	0.00008	PASSED	1.00000	1.00000	-17.42172	-17.42192	0.00162	7.61883	30.885	2664	G2	4638	0.00158	0.05748	0.000	24.60	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-20T05-03-16.831	2016-06-19	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5068	1.47	1.00	F	-0.140	0.750	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	64.10	81.40	106.20	127.20	139.00	149.90	25.88018	57559.718567	31.71402	HARPN.2016-06-19T17-09-45.665_e2ds_A.fits	THAR1	0.00034	0.00436	0.00070	Bouchy	HARPN.2016-06-19T17-09-45.665_e2ds_B.fits	-0.00024	0.00000	-0.00024	652	0.831	0	0.00008	PASSED	1.00000	1.00000	-17.42636	-17.42612	0.00117	7.61190	30.540	5245	G2	4638	0.00111	0.05785	0.000	41.60	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-21T04-36-31.495	2016-06-20	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5195	1.50	1.34	F	-0.267	0.732	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	65.20	83.40	108.70	128.90	138.20	144.10	25.69372	57560.700214	31.71402	HARPN.2016-06-20T17-52-49.378_e2ds_A.fits	THAR1	0.00034	0.00476	0.00071	Bouchy	HARPN.2016-06-20T17-52-49.378_e2ds_B.fits	0.00057	0.00000	0.00057	659	0.813	0	0.00008	PASSED	1.00000	1.00000	-17.42502	-17.42559	0.00115	7.61197	30.657	5329	G2	4638	0.00110	0.05886	0.000	41.20	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-23T04-53-12.515	2016-06-22	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5032	1.47	1.29	F	-0.131	0.751	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	59.20	75.90	99.00	117.70	125.80	129.90	25.17373	57562.711796	31.71402	HARPN.2016-06-22T16-54-00.342_e2ds_A.fits	THAR1	0.00034	0.00421	0.00078	Bouchy	HARPN.2016-06-22T16-54-00.342_e2ds_B.fits	-0.00083	0.00000	-0.00083	676	0.837	0	0.00008	PASSED	1.00000	1.00000	-17.42570	-17.42487	0.00126	7.61193	30.679	4428	G2	4638	0.00121	0.05705	0.000	37.30	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-24T04-42-04.339	2016-06-23	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5067	1.47	1.50	F	-0.171	0.747	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	54.80	72.80	95.20	110.50	113.80	112.10	24.93925	57563.704182	31.71402	HARPN.2016-06-23T17-04-09.811_e2ds_A.fits	THAR1	0.00033	0.00447	0.00084	Bouchy	HARPN.2016-06-23T17-04-09.811_e2ds_B.fits	0.00009	0.00000	0.00009	619	0.828	0	0.00008	PASSED	1.00000	1.00000	-17.42836	-17.42845	0.00135	7.61056	30.795	3853	G2	4638	0.00130	0.05720	0.000	32.60	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-25T05-02-16.025	2016-06-24	HARPN	HARPN_ech_obs_objAB	900.000	0.5033	1.46	1.62	F	-0.034	0.756	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	61.20	79.50	103.50	121.10	126.50	125.80	24.63989	57564.718247	31.71402	HARPN.2016-06-25T00-37-53.211_wave_A.fits	THAR1	0.00034	0.00457	0.00290	NONE	NONE	0.00000	0.00000	0.00000	0	0.000	0	0.00033	NONE	1.00000	1.00000	-17.42684	-17.42684	0.00127	7.60995	30.728	4661	G2	4638	0.00118	0.05950	0.000	37.90	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,SKY	F7
HARPN.2016-06-26T04-46-54.592	2016-06-25	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5020	1.46	1.40	F	-0.100	0.753	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	54.90	70.80	92.30	109.40	116.70	120.30	24.40002	57565.707657	31.71402	HARPN.2016-06-25T17-23-29.609_e2ds_A.fits	THAR1	0.00034	0.00440	0.00082	Bouchy	HARPN.2016-06-25T17-23-29.609_e2ds_B.fits	0.00011	0.00000	0.00011	649	0.824	0	0.00008	PASSED	1.00000	1.00000	-17.42552	-17.42563	0.00135	7.60682	30.697	3837	G2	4638	0.00131	0.05385	0.000	34.30	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-06-27T05-01-00.671	2016-06-26	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5820	1.46	1.88	F	0.004	0.756	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.7	73.80	99.60	128.40	143.20	138.70	124.20	24.09561	57566.718363	31.71402	HARPN.2016-06-26T19-14-18.238_e2ds_A.fits	THAR1	0.00034	0.00440	0.00070	Bouchy	HARPN.2016-06-26T19-14-18.238_e2ds_B.fits	0.00053	0.00000	0.00053	622	0.808	0	0.00008	PASSED	1.00000	1.00000	-17.41789	-17.41842	0.00105	7.60631	31.126	6483	G2	4638	0.00099	0.05868	0.000	42.70	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-04T04-41-39.745	2016-07-03	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5190	1.46	1.66	F	0.050	0.756	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	62.20	83.70	108.70	124.30	125.80	120.90	22.00502	57573.704804	31.71402	HARPN.2016-07-03T16-47-54.520_e2ds_A.fits	THAR1	0.00034	0.00434	0.00077	Bouchy	HARPN.2016-07-03T16-47-54.520_e2ds_B.fits	0.00025	0.00000	0.00025	645	0.815	0	0.00008	PASSED	1.00000	1.00000	-17.41932	-17.41957	0.00120	7.60235	30.939	4867	G2	4638	0.00115	0.05768	0.000	36.40	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-05T04-10-08.588	2016-07-04	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4589	1.46	1.17	F	-0.107	0.753	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	66.30	87.50	113.60	132.30	137.70	137.90	21.73512	57574.682363	31.71402	HARPN.2016-07-04T16-37-09.527_e2ds_A.fits	THAR1	0.00034	0.00457	0.00071	Bouchy	HARPN.2016-07-04T16-37-09.527_e2ds_B.fits	-0.00044	0.00000	-0.00044	615	0.820	0	0.00007	PASSED	1.00000	1.00000	-17.42174	-17.42129	0.00113	7.60696	30.799	5535	G2	4638	0.00108	0.06044	0.000	40.30	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-05T05-26-33.866	2016-07-04	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5106	1.51	1.08	F	0.321	0.721	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	80.00	102.20	132.60	158.10	169.60	174.50	21.58707	57574.735978	31.71402	HARPN.2016-07-04T16-37-09.527_e2ds_A.fits	THAR1	0.00034	0.00457	0.00060	Bouchy	HARPN.2016-07-04T16-37-09.527_e2ds_B.fits	-0.00031	0.00000	-0.00031	612	0.823	0	0.00007	PASSED	1.00000	1.00000	-17.42565	-17.42534	0.00096	7.62075	30.611	7921	G2	4638	0.00090	0.05676	0.000	51.10	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-07T03-48-12.609	2016-07-06	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5024	1.48	1.46	F	-0.186	0.745	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	81.20	105.20	136.00	158.90	166.10	165.10	21.09250	57576.667725	31.71402	HARPN.2016-07-06T16-50-30.176_e2ds_A.fits	THAR1	0.00034	0.00446	0.00061	Bouchy	HARPN.2016-07-06T16-50-30.176_e2ds_B.fits	-0.00000	0.00000	-0.00000	608	0.822	0	0.00007	PASSED	1.00000	1.00000	-17.42298	-17.42297	0.00096	7.61461	30.799	7999	G2	4638	0.00089	0.05778	0.000	50.40	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-07T05-24-26.822	2016-07-06	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5099	1.53	1.30	F	0.352	0.714	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	71.90	92.90	120.40	141.50	149.60	152.10	20.90722	57576.734639	31.71402	HARPN.2016-07-06T16-50-30.176_e2ds_A.fits	THAR1	0.00034	0.00446	0.00066	Bouchy	HARPN.2016-07-06T16-50-30.176_e2ds_B.fits	-0.00006	0.00000	-0.00006	624	0.837	0	0.00007	PASSED	1.00000	1.00000	-17.42189	-17.42184	0.00106	7.60965	30.706	6375	G2	4638	0.00100	0.05768	0.000	45.10	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-09T03-20-58.961	2016-07-08	HARPN	HARPN_ech_obs_wavesimult	1800.000	0.5166	1.48	0.00	F	-0.211	0.741	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	21.30	30.10	39.80	46.00	47.30	48.60	20.42212	57578.654482	31.71402	HARPN.2016-07-08T16-50-25.327_e2ds_A.fits	THAR1	0.00034	0.00446	0.00198	Bouchy	HARPN.2016-07-08T16-50-25.327_e2ds_B.fits	0.00018	0.00000	0.00018	694	0.819	0	0.00007	PASSED	1.00000	1.00000	-17.41817	-17.41835	0.00339	7.61593	30.802	717	G2	4638	0.00337	0.06480	0.000	11.20	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-10T03-21-54.610	2016-07-09	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4855	1.50	2.06	F	-0.266	0.732	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	27.60	38.30	50.70	58.60	60.40	61.90	20.07406	57579.649491	31.71402	HARPN.2016-07-09T15-34-33.355_e2ds_A.fits	THAR1	0.00034	0.00455	0.00148	Bouchy	HARPN.2016-07-09T15-34-33.355_e2ds_B.fits	0.00004	0.00000	0.00004	631	0.822	0	0.00007	PASSED	1.00000	1.00000	-17.43032	-17.43035	0.00259	7.60558	30.778	1125	G2	4638	0.00256	0.06251	0.000	15.10	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-10T05-19-32.730	2016-07-09	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5408	1.54	2.23	F	0.387	0.704	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	26.00	36.00	47.70	55.20	57.10	58.80	19.84552	57579.731765	31.71402	HARPN.2016-07-09T15-34-33.355_e2ds_A.fits	THAR1	0.00034	0.00455	0.00157	Bouchy	HARPN.2016-07-09T15-34-33.355_e2ds_B.fits	0.00027	0.00000	0.00027	628	0.825	0	0.00007	PASSED	1.00000	1.00000	-17.42394	-17.42421	0.00276	7.60597	30.723	1009	G2	4638	0.00274	0.06910	0.000	14.20	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-07-11T02-56-07.042	2016-07-10	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5763	1.54	0.00	F	-0.382	0.705	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-99999.00000	HARPN_3.8	13.30	19.50	26.40	30.80	31.80	32.90	19.75283	57580.632588	31.71402	HARPN.2016-07-10T15-42-19.843_e2ds_A.fits	THAR1	0.00033	0.00458	0.00323	Bouchy	HARPN.2016-07-10T15-42-19.843_e2ds_B.fits	0.00017	0.00000	0.00017	608	0.812	0	0.00007	PASSED	1.00000	1.00000	-17.42266	-17.42283	0.00543	7.61294	30.826	345	G2	4638	0.00542	0.08462	0.000	6.50	0.000000	0.000000	0.000000	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-16T00-45-14.663	2016-08-15	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4756	1.52	2.15	F	-0.326	0.720	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	36.70	51.40	67.10	75.00	74.40	71.00	4.00346	57616.542111	31.71402	HARPN.2016-08-15T16-24-20.150_e2ds_A.fits	THAR1	0.00035	0.00440	0.00120	Bouchy	HARPN.2016-08-15T16-24-20.150_e2ds_B.fits	-0.00029	0.00000	-0.00029	616	0.823	0	0.00007	PASSED	1.00000	1.00000	-17.41243	-17.41214	0.00198	7.60058	30.978	1815	G2	4638	0.00195	0.06637	-9.990	19.90	0.121668	0.150473	0.001859	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-16T02-32-54.965	2016-08-15	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5046	1.50	1.83	F	0.276	0.731	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	47.80	65.80	85.50	96.10	96.00	91.70	3.78509	57616.617193	31.71402	HARPN.2016-08-15T16-24-20.150_e2ds_A.fits	THAR1	0.00035	0.00440	0.00097	Bouchy	HARPN.2016-08-15T16-24-20.150_e2ds_B.fits	-0.00017	0.00000	-0.00017	655	0.819	0	0.00007	PASSED	1.00000	1.00000	-17.41738	-17.41721	0.00154	7.60112	30.961	2945	G2	4638	0.00150	0.05761	-9.990	26.80	0.119888	0.148496	0.001211	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-17T00-56-11.869	2016-08-16	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5161	1.49	1.48	F	-0.246	0.736	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	76.10	102.00	131.90	150.50	153.10	145.40	3.48577	57617.550156	31.71402	HARPN.2016-08-16T16-41-28.520_e2ds_A.fits	THAR1	0.00034	0.00460	0.00065	Bouchy	HARPN.2016-08-16T16-41-28.520_e2ds_B.fits	-0.00089	0.00000	-0.00089	604	0.830	0	0.00007	PASSED	1.00000	1.00000	-17.42209	-17.42120	0.00100	7.60711	30.904	7116	G2	4638	0.00094	0.05935	-9.990	44.70	0.119620	0.148198	0.000599	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-17T02-38-25.180	2016-08-16	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5227	1.52	1.05	F	0.326	0.720	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	92.70	124.30	159.50	178.60	176.50	156.90	3.27863	57617.621210	31.71402	HARPN.2016-08-16T16-41-28.520_e2ds_A.fits	THAR1	0.00034	0.00460	0.00057	Bouchy	HARPN.2016-08-16T16-41-28.520_e2ds_B.fits	-0.00192	0.00000	-0.00192	586	0.837	0	0.00007	PASSED	1.00000	1.00000	-17.42204	-17.42012	0.00086	7.60607	31.099	10056	G2	4638	0.00079	0.05951	-9.990	53.90	0.119042	0.147556	0.000466	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-18T00-52-45.353	2016-08-17	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5137	1.49	1.17	F	-0.243	0.736	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	63.00	84.50	109.50	125.20	128.80	125.80	2.99701	57618.547747	31.71402	HARPN.2016-08-17T16-48-58.303_e2ds_A.fits	THAR1	0.00034	0.00417	0.00076	Bouchy	HARPN.2016-08-17T16-48-58.303_e2ds_B.fits	0.00024	0.00000	0.00024	625	0.835	0	0.00007	PASSED	1.00000	1.00000	-17.41863	-17.41887	0.00119	7.59973	30.832	4976	G2	4638	0.00114	0.06495	-9.990	37.10	0.120103	0.148734	0.000771	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-08-18T02-37-37.705	2016-08-17	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4807	1.52	0.84	F	0.343	0.716	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	84.60	112.10	144.40	164.60	167.40	158.30	2.78567	57618.620236	31.71402	HARPN.2016-08-17T16-48-58.303_e2ds_A.fits	THAR1	0.00034	0.00417	0.00060	Bouchy	HARPN.2016-08-17T16-48-58.303_e2ds_B.fits	0.00029	0.00000	0.00029	645	0.833	0	0.00007	PASSED	1.00000	1.00000	-17.41994	-17.42024	0.00093	7.60307	30.960	8570	G2	4638	0.00086	0.05938	-9.990	50.90	0.119479	0.148041	0.000505	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-19T22-02-16.065	2016-09-19	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5046	1.59	1.21	F	-0.456	0.683	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	84.40	112.50	145.40	166.50	170.90	162.30	-12.90676	57651.428695	31.71402	HARPN.2016-09-19T17-28-31.063_e2ds_A.fits	THAR1	0.00034	0.00450	0.00059	Bouchy	HARPN.2016-09-19T17-28-31.063_e2ds_B.fits	0.00036	0.00000	0.00036	606	0.815	0	0.00007	PASSED	1.00000	1.00000	-17.42177	-17.42213	0.00092	7.61028	30.916	8710	G2	4638	0.00085	0.06128	-9.990	51.00	0.120086	0.148716	0.000509	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-20T00-20-46.513	2016-09-19	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4830	1.51	1.25	F	0.305	0.725	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	75.20	99.70	129.20	149.40	155.90	152.60	-13.18040	57651.524651	31.71402	HARPN.2016-09-19T17-28-31.063_e2ds_A.fits	THAR1	0.00034	0.00450	0.00065	Bouchy	HARPN.2016-09-19T17-28-31.063_e2ds_B.fits	0.00086	0.00000	0.00086	622	0.808	0	0.00007	PASSED	1.00000	1.00000	-17.42216	-17.42302	0.00101	7.61001	30.850	7035	G2	4638	0.00095	0.06047	-9.990	46.10	0.119649	0.148230	0.000583	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-20T22-01-31.595	2016-09-20	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4737	1.58	1.06	F	-0.440	0.688	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	82.80	109.70	141.70	162.50	167.50	160.90	-13.36270	57652.427806	31.71402	HARPN.2016-09-20T16-54-30.059_e2ds_A.fits	THAR1	0.00034	0.00461	0.00060	Bouchy	HARPN.2016-09-20T16-54-30.059_e2ds_B.fits	-0.00005	0.00000	-0.00005	641	0.816	0	0.00007	PASSED	1.00000	1.00000	-17.42029	-17.42024	0.00094	7.60765	30.927	8329	G2	4638	0.00087	0.05983	-9.990	50.50	0.119631	0.148210	0.000516	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
